,TM Number,Period,Date String,Uncertain,Date (Start),Date (End),Provenance,Language
307,109265,,BC 664 - AD 450,False,-664,450,Memnoneia - Djeme (Thebes west),Demotic
308,109266,,BC 664 - AD 450,False,-664,450,Memnoneia - Djeme (Thebes west),Demotic
309,109267,,BC 664 - AD 450,False,-664,450,Memnoneia - Djeme (Thebes west),Demotic
310,109268,,BC 664 - AD 450,False,-664,450,Memnoneia - Djeme (Thebes west),Demotic
311,109269,,BC 664 - AD 450,False,-664,450,Memnoneia - Djeme (Thebes west),Demotic?
312,109270,7th century BC - mid 4th century AD,BC 699 - AD 350,False,-699,350,Memnoneia - Djeme (Thebes west),Demotic
313,109271,,BC 664 - AD 450,False,-664,450,Memnoneia - Djeme (Thebes west),Demotic
314,109272,,BC 664 - AD 284,False,-664,284,Memnoneia - Djeme (Thebes west),Demotic
315,109273,,BC 664 - AD 284,False,-664,284,Memnoneia - Djeme (Thebes west),Demotic
316,109274,,BC 664 - AD 284,False,-664,284,Memnoneia - Djeme (Thebes west),Demotic
317,109275,,BC 664 - AD 284,False,-664,284,Memnoneia - Djeme (Thebes west),Demotic
318,109276,,BC 664 - AD 284,False,-664,284,Memnoneia - Djeme (Thebes west),Demotic
319,109277,,BC 664 - AD 284,False,-664,284,Memnoneia - Djeme (Thebes west),Demotic
320,109278,,BC 664 - AD 284,False,-664,284,Memnoneia - Djeme (Thebes west),Demotic / Greek
321,109279,,BC 664 - AD 284,False,-664,284,Memnoneia - Djeme (Thebes west),Demotic
322,109280,,BC 664 - AD 284,False,-664,284,Memnoneia - Djeme (Thebes west),Demotic?
323,109281,,BC 664 - AD 284,False,-664,284,Memnoneia - Djeme (Thebes west),Demotic
324,109282,,BC 664 - AD 284,False,-664,284,Memnoneia - Djeme (Thebes west),Demotic
325,109283,,BC 664 - AD 284,False,-664,284,Memnoneia - Djeme (Thebes west),Demotic
326,109286,,AD 29 Mar 19,False,29,,Soknopaiou Nesos (Dimeh),Demotic / Greek
327,109304,,AD 34 Dec 31?,True,34,,Soknopaiou Nesos (Dimeh),Demotic / Greek?
328,109305,,BC 2 Sep 22,False,-2,,Soknopaiou Nesos (Dimeh),Demotic / Greek?
329,109306,Ptolemaic period,BC 332 - 30,False,-332,-30,Egypt,Demotic
330,109340,,BC 20 Jan 24,False,-20,,Soknopaiou Nesos (Dimeh),Demotic / Greek
331,109341,year 14 of Augustus ?,BC 17 Aug 29 - 16 Aug 28?,True,-17,-16,Soknopaiou Nesos (Dimeh),Demotic
332,109342,,BC 30 - AD 14,False,-30,14,Soknopaiou Nesos (Dimeh),Demotic
333,109343,year 8 of Tiberius,AD 21 Aug 29 - 22 Aug 28,False,21,22,Soknopaiou Nesos (Dimeh),Demotic / Greek
334,109344,,AD 27 Apr 28,False,27,,Soknopaiou Nesos (Dimeh),Demotic / Greek?
335,109357,,AD 24 - 37,False,24,37,Soknopaiou Nesos (Dimeh),Demotic / Greek?
336,109359,,BC 7 - AD 17,False,-7,17,Soknopaiou Nesos (Dimeh),Demotic
337,109362,consulate of Imp. Caesar Domitianus Augustus IX and Q. Petillius Rufus II,AD 83,False,83,,Soknopaiou Nesos (Dimeh),Demotic
338,109363,,AD 45 - 55,False,45,55,Soknopaiou Nesos (Dimeh),Demotic
339,109364,,BC 25 - AD 50,False,-25,50,Soknopaiou Nesos (Dimeh),Demotic / Greek
340,109365,,BC 30 - AD 99,False,-30,99,Soknopaiou Nesos (Dimeh),Demotic / Greek
341,109366,year 20 of Augustus,BC 11 Aug 29 - 10 Aug 29,False,-11,-10,Soknopaiou Nesos (Dimeh),Demotic / Greek
342,109367,,AD 43 May 14?,True,43,,Soknopaiou Nesos (Dimeh),Demotic
343,109370,,AD 17 Sep 28 - Oct 27,False,17,,Egypt,Demotic
344,109380,Roman period ?,BC 30 - AD 284?,True,-30,284,Egypt,Demotic
345,109381,year 25 of Ptolemaeus VI ?,BC 157 Oct 1 - 156 Sep 30?,True,-157,-156,Arsinoites (Fayum),Demotic
346,109383,Roman period ?,BC 30 - AD 284?,True,-30,284,Soknopaiou Nesos (Dimeh),Demotic
347,109384,Roman period ?,BC 30 - AD 284?,True,-30,284,Soknopaiou Nesos (Dimeh),Demotic
348,109386,Roman period ?,BC 30 - AD 284?,True,-30,284,Soknopaiou Nesos (Dimeh),Demotic
349,109387,Roman period ?,BC 30 - AD 284?,True,-30,284,Soknopaiou Nesos (Dimeh),Demotic
350,109388,Roman period ?,BC 30 - AD 284?,True,-30,284,Soknopaiou Nesos (Dimeh),Demotic
351,109389,Roman period ?,BC 30 - AD 284?,True,-30,284,Soknopaiou Nesos (Dimeh),Demotic
352,109444,Dynasty 26 (Saite) ?,BC 664 - 525?,True,-664,-525,Memphis,Demotic
353,109445,Dynasty 26 (Saite) ?,BC 664 - 525?,True,-664,-525,Memphis,Demotic
354,109446,Dynasty 26 (Saite) ?,BC 664 - 525?,True,-664,-525,Memphis,Demotic
355,109447,Dynasty 26 (Saite) ?,BC 664 - 525?,True,-664,-525,Memphis,Demotic
356,109448,Dynasty 26 (Saite) ?,BC 664 - 525?,True,-664,-525,Memphis,Demotic
357,109449,Dynasty 26 (Saite) ?,BC 664 - 525?,True,-664,-525,Memphis,Demotic
358,109450,Dynasty 26 (Saite) ?,BC 664 - 525?,True,-664,-525,Memphis,Demotic
359,109451,Dynasty 26 (Saite) ?,BC 664 - 525?,True,-664,-525,Memphis,Demotic
360,109452,Dynasty 26 (Saite) ?,BC 664 - 525?,True,-664,-525,Memphis,Demotic
361,109456,,BC 525 - 332,False,-525,-332,Memphis,Demotic
362,109573,4th century BC - mid 4th century AD,BC 399 - AD 350,False,-399,350,Egypt,Demotic
363,109632,,BC 399 - 30,False,-399,-30,Memphis,Demotic / Hieratic
364,109663,2nd - 1st century BC,BC 199 - 1,False,-199,-1,Egypt,Demotic
365,109667,second quarter 6th - 5th century BC,BC 575 - 400,False,-575,-400,Giza,Demotic
366,109668,second quarter 6th - 5th century BC,BC 575 - 400,False,-575,-400,Giza,Demotic
367,109669,second quarter 6th - 5th century BC,BC 575 - 400,False,-575,-400,Giza,Demotic
368,109675,year 4 of Vespasianus,AD 71 Aug 30 - 72 Aug 28,False,71,72,Oxyrynchos (Bahnasa),Demotic
369,109748,,AD 14 - 37,False,14,37,Letopolis (Ausim),Demotic / Hieroglyphic
370,109749,mid 3rd century BC,BC 275 - 225,False,-275,-225,Thebes,Demotic
371,109750,3rd century BC,BC 299 - 200,False,-299,-200,Lepidoton Polis (Nag’ el-Mashayikh),Demotic
372,109751,,AD 41 - 54?,True,41,54,Tentyris (Dendera),Demotic
373,109752,2nd - 3rd century AD,AD 100 - 299,False,100,299,Sohag,Demotic
374,109753,2nd century AD ?,AD 100 - 199?,True,100,199,Sohag,Demotic
375,109754,1st century BC - 1st century AD ?,BC 99 - AD 99?,True,-99,99,Tentyrites,Demotic
376,109755,3rd - 2nd century BC ?,BC 299 - 100?,True,-299,-100,Memnoneia - Djeme (Thebes west),Demotic
377,109756,2nd century AD ?,AD 100 - 199?,True,100,199,Sohag,Demotic
378,109757,2nd - 3rd century AD,AD 100 - 299,False,100,299,Antaiopolites,Demotic
379,109758,2nd - 3rd century AD,AD 100 - 299,False,100,299,Antaiopolites,Demotic
380,109759,1st - 3rd century AD,AD 1 - 299,False,1,299,Egypt,Demotic / Greek
381,109760,last three quarters 3rd century AD,AD 225 - 299,False,225,299,Sohag,Demotic / Greek / Hieratic
382,109761,,BC 30 - AD 99?,True,-30,99,Egypt,Demotic
383,109762,mid 3rd century AD,AD 225 - 275,False,225,275,Sohag,Demotic / Greek
384,109763,1st - 3rd century AD,AD 1 - 299,False,1,299,Egypt,Demotic
385,109764,2nd century AD,AD 100 - 199,False,100,199,Antaiopolites,Demotic
386,109807,,BC 240,False,-240,,Arsinoites (Fayum),Demotic
387,109809,,BC 230,False,-230,,Arsinoites (Fayum),Demotic / Greek
388,109811,year 25 of Ptolemaeus VI ?,BC 157 Oct 1 - 156 Sep 30?,True,-157,-156,Tebtynis (Umm el-Baragat),Demotic
389,109812,3rd century BC,BC 299 - 200,False,-299,-200,Gurob,Demotic
390,109814,,BC 260 - 200,False,-260,-200,Gurob,Demotic
391,109815,,BC 218 - 217,False,-218,-217,Tebtynis (Umm el-Baragat),Demotic
392,109816,,BC 221 - 175,False,-221,-175,Tebtynis (Umm el-Baragat),Demotic
393,110,,BC 99 Mar 1,False,-99,,Pathyris (Gebelein),Demotic
394,110230,consulate of Paullus Fabius Persicus and L. Vitellius,AD 34,False,34,,Ptolemais Melissourgon,Demotic
395,110234,,BC 238 May 15?,True,-238,,Oxyryncha,Demotic
396,110236,1st century BC,BC 99 - 1,False,-99,-1,Eileithyiopolis (El-Kab),Demotic
397,110237,2nd - 1st century BC,BC 199 - 1,False,-199,-1,Eileithyiopolis (El-Kab),Demotic
398,110238,3rd century BC - 1st century AD ?,BC 299 - AD 99?,True,-299,99,Egypt,Demotic
399,110239,2nd century BC,BC 199 - 100,False,-199,-100,Soknopaiou Nesos (Dimeh),Demotic
400,110240,2nd century BC,BC 199 - 100,False,-199,-100,Soknopaiou Nesos (Dimeh),Demotic
401,110241,2nd century BC,BC 199 - 100,False,-199,-100,Soknopaiou Nesos (Dimeh),Demotic
402,110242,3rd century BC,BC 299 - 200,False,-299,-200,Abydos,Demotic
403,110243,3rd century BC,BC 299 - 200,False,-299,-200,Abydos,Demotic
404,110244,3rd century BC,BC 299 - 200,False,-299,-200,Abydos,Demotic
405,110245,3rd century BC,BC 299 - 200,False,-299,-200,Abydos,Demotic
406,110246,3rd century BC,BC 299 - 200,False,-299,-200,Abydos,Demotic
407,110247,3rd century BC,BC 299 - 200,False,-299,-200,Abydos,Demotic
408,110248,3rd century BC,BC 299 - 200,False,-299,-200,Abydos,Demotic
409,110249,3rd century BC,BC 299 - 200,False,-299,-200,Abydos,Demotic
410,110250,3rd century BC,BC 299 - 200,False,-299,-200,Abydos,Demotic
411,110251,3rd century BC,BC 299 - 200,False,-299,-200,Abydos,Demotic
412,110252,3rd century BC,BC 299 - 200,False,-299,-200,Abydos,Demotic
413,110253,3rd century BC,BC 299 - 200,False,-299,-200,Abydos,Demotic
414,110280,,BC 199 - 30,False,-199,-30,Pathyris (Gebelein),Demotic
415,110285,,BC 199 - 30,False,-199,-30,Pathyris (Gebelein),Demotic
416,110321,6th century BC ?,BC 599 - 500?,True,-599,-500,Memphis,Demotic
417,110331,4th - 2nd century BC,BC 399 - 100,False,-399,-100,Memphis,Demotic / Hieratic
418,110337,4th - 2nd century BC,BC 399 - 100,False,-399,-100,Memphis,Demotic / Hieratic
419,110841,,BC 699 - 30,False,-699,-30,Wadi Hammamat,Demotic
420,111,,BC 94 Jul 8,False,-94,,Pathyris (Gebelein),Demotic
421,111042,Ptolemaic period,BC 332 - 30,False,-332,-30,Memnoneia - Djeme (Thebes west),Demotic
422,111067,,BC 38 May 4,False,-38,,Egypt,Demotic
423,111071,Ptolemaic period,BC 332 - 30,False,-332,-30,Apollonopolis (Edfu),Demotic
424,111233,,BC 30 - AD 499,False,-30,499,Gebel el-Silsila,Demotic
425,111242,mid 2nd century BC,BC 175 - 125,False,-175,-125,Memnoneia - Djeme (Thebes west),Demotic
426,111301,,BC 150 - 30,False,-150,-30,Egypt,Demotic
427,111302,Ptolemaic period - Roman period,BC 332 - AD 284,False,-332,284,Egypt,Demotic
428,111303,Ptolemaic period - Roman period,BC 332 - AD 284,False,-332,284,Egypt,Demotic
429,111305,Ptolemaic period - Roman period?,BC 332 - AD 284?,True,-332,284,Egypt,Demotic
430,111345,,AD 171 Dec 15,False,171,,Narmouthis (Medinet Madi),Demotic
431,111353,1st - 3rd century AD,AD 1 - 299,False,1,299,Thebes,Demotic
432,111356,1st - 3rd century AD,AD 1 - 299,False,1,299,Thebes,Demotic
433,111588,,BC 330 - 200?,True,-330,-200,Memphis,Demotic / Hieratic
434,111663,,BC 645 Jan 31 - 643 Jan 30,False,-645,-643,Memphis,Demotic / Hieroglyphic
435,111668,second half 3rd century BC,BC 250 - 200,False,-250,-200,Ghoran,Demotic
436,111672,Roman period,BC 30 - AD 284,False,-30,284,Thebes,Demotic
437,111677,consulate of Cn. Claudius Severus II and Ti. Claudius Pompeianus II,AD 173,False,173,,Narmouthis (Medinet Madi),Demotic
438,111683,,BC 30 - AD 14,False,-30,14,Tentyris (Dendera),Demotic
439,111763,Ptolemaic period ?,BC 332 - 30?,True,-332,-30,Panopolis (Akhmim),Demotic / Hieroglyphic
440,111805,,AD 1 - 284,False,1,284,Talmis (Kalabsha),Demotic
441,111806,1st century AD,AD 1 - 99,False,1,99,Pselkis (El-Dakka),Demotic
442,111807,1st century AD,AD 1 - 99,False,1,99,Pselkis (El-Dakka),Demotic
443,111880,late 2nd century AD,AD 175 - 199,False,175,199,Narmouthis (Medinet Madi),Demotic
444,111885,,BC 721 - 332,False,-721,-332,Panopolis (Akhmim),Demotic / Hieratic
445,111946,consulate of Imp. Caesar Vespasianus Augustus III and M. Cocceius Nerva,AD 71,False,71,,Hermonthis (Armant),Demotic
446,111947,consulate of Imp. Caesar Vespasianus Augustus III and M. Cocceius Nerva,AD 71,False,71,,Hermonthis (Armant),Demotic
447,111948,consulate of Imp. Caesar Vespasianus Augustus III and M. Cocceius Nerva,AD 71,False,71,,Hermonthis (Armant),Demotic
448,111949,consulate of Imp. Caesar Vespasianus Augustus III and M. Cocceius Nerva,AD 71,False,71,,Hermonthis (Armant),Demotic
449,111950,consulate of Imp. Caesar Vespasianus Augustus III and M. Cocceius Nerva,AD 71,False,71,,Hermonthis (Armant),Demotic
450,111951,consulate of Imp. Caesar Vespasianus Augustus III and M. Cocceius Nerva,AD 71,False,71,,Hermonthis (Armant),Demotic
451,111952,consulate of Imp. Caesar Vespasianus Augustus III and M. Cocceius Nerva,AD 71,False,71,,Hermonthis (Armant),Demotic
452,111953,consulate of Imp. Caesar Vespasianus Augustus III and M. Cocceius Nerva,AD 71,False,71,,Hermonthis (Armant),Demotic
453,111954,consulate of Sex. Papinius Allenius and Q. Plautius,AD 36,False,36,,Hermonthis (Armant),Demotic
454,111955,consulate of Sex. Papinius Allenius and Q. Plautius,AD 36,False,36,,Hermonthis (Armant),Demotic
455,111956,consulate of Sex. Papinius Allenius and Q. Plautius,AD 36,False,36,,Hermonthis (Armant),Demotic
456,111957,consulate of Sex. Papinius Allenius and Q. Plautius,AD 36,False,36,,Hermonthis (Armant),Demotic
457,111958,consulate of Sex. Papinius Allenius and Q. Plautius,AD 36,False,36,,Hermonthis (Armant),Demotic
458,111959,consulate of Sex. Papinius Allenius and Q. Plautius,AD 36,False,36,,Hermonthis (Armant),Demotic
459,111960,consulate of Sex. Papinius Allenius and Q. Plautius,AD 36,False,36,,Hermonthis (Armant),Demotic
460,111961,consulate of Sex. Papinius Allenius and Q. Plautius,AD 36,False,36,,Hermonthis (Armant),Demotic
461,111962,consulate of Sex. Papinius Allenius and Q. Plautius,AD 36,False,36,,Hermonthis (Armant),Demotic
462,111963,consulate of Sex. Papinius Allenius and Q. Plautius,AD 36,False,36,,Hermonthis (Armant),Demotic
463,111964,consulate of Sex. Papinius Allenius and Q. Plautius,AD 36,False,36,,Hermonthis (Armant),Demotic
464,111965,consulate of Sex. Papinius Allenius and Q. Plautius,AD 36,False,36,,Hermonthis (Armant),Demotic
465,111966,consulate of Sex. Papinius Allenius and Q. Plautius,AD 36,False,36,,Hermonthis (Armant),Demotic
466,111967,consulate of Sex. Papinius Allenius and Q. Plautius,AD 36,False,36,,Hermonthis (Armant),Demotic
467,111968,consulate of Sex. Papinius Allenius and Q. Plautius,AD 36,False,36,,Hermonthis (Armant),Demotic
468,111969,consulate of Sex. Papinius Allenius and Q. Plautius,AD 36,False,36,,Hermonthis (Armant),Demotic
469,111970,consulate of Sex. Papinius Allenius and Q. Plautius,AD 36,False,36,,Hermonthis (Armant),Demotic
470,111971,consulate of Sex. Papinius Allenius and Q. Plautius,AD 36,False,36,,Hermonthis (Armant),Demotic
471,111972,consulate of Sex. Papinius Allenius and Q. Plautius,AD 36,False,36,,Hermonthis (Armant),Demotic
472,111973,consulate of Sex. Papinius Allenius and Q. Plautius,AD 36,False,36,,Hermonthis (Armant),Demotic
473,111974,consulate of Sex. Papinius Allenius and Q. Plautius,AD 36,False,36,,Hermonthis (Armant),Demotic
474,111975,consulate of Sex. Papinius Allenius and Q. Plautius,AD 36,False,36,,Hermonthis (Armant),Demotic
475,111976,consulate of Sex. Papinius Allenius and Q. Plautius,AD 36,False,36,,Hermonthis (Armant),Demotic
476,111977,consulate of Sex. Papinius Allenius and Q. Plautius,AD 36,False,36,,Hermonthis (Armant),Demotic
477,111978,consulate of Sex. Papinius Allenius and Q. Plautius,AD 36,False,36,,Hermonthis (Armant),Demotic
478,111979,consulate of Sex. Papinius Allenius and Q. Plautius,AD 36,False,36,,Hermonthis (Armant),Demotic
479,111980,consulate of Sex. Papinius Allenius and Q. Plautius,AD 36,False,36,,Hermonthis (Armant),Demotic
480,111981,consulate of Sex. Papinius Allenius and Q. Plautius,AD 36,False,36,,Hermonthis (Armant),Demotic
481,111982,consulate of Sex. Papinius Allenius and Q. Plautius,AD 36,False,36,,Hermonthis (Armant),Demotic
482,111983,consulate of Sex. Papinius Allenius and Q. Plautius,AD 36,False,36,,Hermonthis (Armant),Demotic
483,111984,consulate of T. Hoenius Severus and M. Peducaeus Stloga Priscinus,AD 141,False,141,,Hermonthis (Armant),Demotic
484,111985,,AD 71 Feb 26 - Mar 26,False,71,,Hermonthis (Armant),Demotic
485,111986,consulate of Imp. Caesar Vespasianus Augustus III and M. Cocceius Nerva,AD 71,False,71,,Hermonthis (Armant),Demotic
486,111987,,BC 162,False,-162,,Hermonthis (Armant),Demotic
487,111988,,BC 162,False,-162,,Hermonthis (Armant),Demotic
488,111989,,BC 162,False,-162,,Hermonthis (Armant),Demotic
489,111990,,BC 162,False,-162,,Hermonthis (Armant),Demotic
490,111991,,BC 162,False,-162,,Hermonthis (Armant),Demotic
491,111992,,BC 162,False,-162,,Hermonthis (Armant),Demotic
492,111993,,BC 162,False,-162,,Hermonthis (Armant),Demotic
493,111994,,BC 162,False,-162,,Hermonthis (Armant),Demotic
494,111995,,BC 162,False,-162,,Hermonthis (Armant),Demotic
495,111996,,BC 162,False,-162,,Hermonthis (Armant),Demotic
496,111997,,BC 162,False,-162,,Hermonthis (Armant),Demotic
497,111998,,BC 162,False,-162,,Hermonthis (Armant),Demotic
498,111999,,BC 162,False,-162,,Hermonthis (Armant),Demotic
499,112,,BC 91 May 2?,True,-91,,Pathyris (Gebelein),Demotic
500,112000,,BC 162,False,-162,,Hermonthis (Armant),Demotic
501,112001,,BC 162,False,-162,,Hermonthis (Armant),Demotic
502,112002,,BC 162,False,-162,,Hermonthis (Armant),Demotic
503,112003,,BC 162,False,-162,,Hermonthis (Armant),Demotic
504,112004,consulate of Imp. Caesar Vespasianus Augustus III and M. Cocceius Nerva,AD 71,False,71,,Hermonthis (Armant),Demotic
505,112005,consulate of Imp. Caesar Vespasianus Augustus III and M. Cocceius Nerva,AD 71,False,71,,Hermonthis (Armant),Demotic
506,112006,consulate of Imp. Caesar Vespasianus Augustus III and M. Cocceius Nerva,AD 71,False,71,,Hermonthis (Armant),Demotic
507,112007,consulate of Imp. Caesar Vespasianus Augustus III and M. Cocceius Nerva,AD 71,False,71,,Hermonthis (Armant),Demotic
508,112008,consulate of Imp. Caesar Vespasianus Augustus III and M. Cocceius Nerva,AD 71,False,71,,Hermonthis (Armant),Demotic
509,112011,mid 5th - 4th century BC,BC 450 - 300,False,-450,-300,Troe (Tura),Demotic
510,112015,consulate of T. Hoenius Severus and M. Peducaeus Stloga Priscinus,AD 141,False,141,,Hermonthis (Armant),Demotic
511,112016,consulate of T. Hoenius Severus and M. Peducaeus Stloga Priscinus,AD 141,False,141,,Hermonthis (Armant),Demotic
512,112018,Roman period,BC 30 - AD 284,False,-30,284,Soknopaiou Nesos (Dimeh),Demotic
513,112019,Roman period,BC 30 - AD 284,False,-30,284,Soknopaiou Nesos (Dimeh),Demotic
514,112020,Roman period,BC 30 - AD 284,False,-30,284,Soknopaiou Nesos (Dimeh),Demotic
515,112021,Roman period,BC 30 - AD 284,False,-30,284,Soknopaiou Nesos (Dimeh),Demotic
516,112038,,AD 116 - 138,False,116,138,Thebes,Demotic
517,112039,Roman period ?,BC 30 - AD 284?,True,-30,284,Egypt,Demotic
518,112040,Ptolemaic period - Roman period,BC 332 - AD 284,False,-332,284,Egypt,Demotic
519,112042,7th century BC - mid 4th century AD,BC 699 - AD 350,False,-699,350,Egypt,Demotic
520,112110,,BC 332 - 200,False,-332,-200,Migdol (Tell el-Heir),Demotic
521,112111,4th - mid 3rd century BC,BC 399 - 250,False,-399,-250,Migdol (Tell el-Heir),Demotic
522,112112,3rd - 2nd century BC,BC 299 - 100,False,-299,-100,Migdol (Tell el-Heir),Demotic
523,112113,Ptolemaic period ?,BC 332 - 30?,True,-332,-30,Migdol (Tell el-Heir),Demotic
524,112114,3rd century BC,BC 299 - 200,False,-299,-200,Migdol (Tell el-Heir),Demotic
525,112115,3rd century BC,BC 299 - 200,False,-299,-200,Migdol (Tell el-Heir),Demotic
526,112116,Ptolemaic period ?,BC 332 - 30?,True,-332,-30,Migdol (Tell el-Heir),Demotic
527,112117,mid 2nd century BC - 1st century AD,BC 150 - AD 99,False,-150,99,Dios Polis (Thebes east),Demotic
528,112119,consulate of Nero Claudius Caesar Augustus Germanicus  IV and Cossus Cornelius Lentulus ?,AD 60?,True,60,,Kellis (Ismant el-Kharab),Demotic / Greek
529,112120,1st century BC - mid 1st century AD,BC 99 - AD 50,False,-99,50,Kellis (Ismant el-Kharab),Demotic
530,112121,late 1st century BC - 1st century AD,BC 25 - AD 99,False,-25,99,Kellis (Ismant el-Kharab),Demotic
531,112122,,BC 332 - AD 99?,True,-332,99,Kellis (Ismant el-Kharab),Demotic
532,112222,1st century AD,AD 1 - 99,False,1,99,Arsinoites (Fayum),Demotic
533,112223,year 51 of Ptolemaeus VIII ?,BC 120 Sep 22 - 119 Sep 21?,True,-120,-119,Hermonthis (Armant),Demotic
534,112241,Ptolemaic period,BC 332 - 30,False,-332,-30,Memphis,Demotic
535,112243,Ptolemaic period,BC 332 - 30,False,-332,-30,Memphis,Demotic
536,112244,Ptolemaic period,BC 332 - 30,False,-332,-30,Memphis,Demotic
537,112245,Ptolemaic period,BC 332 - 30,False,-332,-30,Memphis,Demotic
538,112248,,AD 3 Sep 17,False,3,,Tripheion (Wannina),Demotic
539,112249,,AD 3 Aug 30 - 4 Aug 29,False,3,4,Tripheion (Wannina),Demotic
540,112250,1st century BC - mid 1st century AD,BC 99 - AD 50,False,-99,50,Tripheion (Wannina),Demotic
541,112251,Ptolemaic period,BC 332 - 30,False,-332,-30,Qaret el-Farargi,Demotic
542,112252,Ptolemaic period,BC 332 - 30,False,-332,-30,Qaret el-Farargi,Demotic
543,112253,Ptolemaic period,BC 332 - 30,False,-332,-30,Qaret el-Farargi,Demotic
544,112254,Ptolemaic period,BC 332 - 30,False,-332,-30,Qaret el-Farargi,Demotic
545,112255,Ptolemaic period,BC 332 - 30,False,-332,-30,Qaret el-Farargi,Demotic
546,112256,Ptolemaic period,BC 332 - 30,False,-332,-30,Qaret el-Farargi,Demotic
547,112277,,AD 41 May 4,False,41,,Koptos (Qift),Demotic / Hieroglyphic
548,11230,,AD 170 Nov 15,False,170,,Memphis,Demotic / Greek
549,112344,Roman period,BC 30 - AD 284,False,-30,284,Soknopaiou Nesos (Dimeh),Demotic
550,112345,Roman period,BC 30 - AD 284,False,-30,284,Soknopaiou Nesos (Dimeh),Demotic
551,112346,Roman period,BC 30 - AD 284,False,-30,284,Soknopaiou Nesos (Dimeh),Demotic
552,112347,Roman period,BC 30 - AD 284,False,-30,284,Soknopaiou Nesos (Dimeh),Demotic
553,112348,year 16 of Domitianus becomes year 1 of Nerva,AD 96 Aug 29 - 97 Aug 28,False,96,97,Soknopaiou Nesos (Dimeh),Demotic
554,112387,,BC 327 Apr 12 - May 11,False,-327,,Memphis,Demotic
